Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
34	9.742224	0.8292244	10.70543	8.841638	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.0314561	0.393156	2.075193	0.08961281	0.00032345636	0.009439586	0.09197003	-0.051134896	-7.450581e-09	-0.038725346	6.548362e-11	1.9428333e-05	0.09880689	-0.054110948	9.0388974e-05	-2.4579664e-05	0	0	36.0	1.2466508	0.011975808	140000	133.61254501342773
35	10.28775	0.8373051	11.231298	8.941158	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.0569779	0.3585701	2.2288742	0.16320704	0.0003622396	0.009659925	0.09130716	-0.070844725	-7.450581e-09	-0.011315485	4.5474735e-11	-2.1530308e-05	0.11123255	-0.06670327	9.49955e-05	-2.6448652e-05	0	0	5.0	1.2071385	0.01233417	144000	137.25823497772217
36	9.698524	0.8236845	10.521863	8.741376	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.0374507	0.3606344	2.0840178	-0.0008340925	-0.0006805675	0.0092677595	0.06371524	-0.09363604	1.4901161e-08	-0.024214152	1.0186341e-10	2.46523e-05	0.102019444	-0.066888586	9.118192e-05	-2.8984077e-05	0	0	16.0	1.2028252	0.0121253105	148000	141.16037678718567
37	8.6033535	1.8905139	11.632576	6.9582696	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	0.8859071	0.41941527	2.1036859	-0.1531465	0.0009174026	0.0083443625	0.059219528	-0.041723486	-3.7252903e-09	-0.026222836	-1.2187229e-10	2.4540968e-05	0.12789503	-0.08003014	8.065615e-05	-2.1830572e-05	0	0	20.0	1.2011063	0.012421906	152000	144.82799696922302
38	11.098364	0.6763368	11.942429	10.161371	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.0296185	0.38247874	2.0674272	0.046966862	-0.00044589455	0.00817877	0.09155296	-0.06362963	1.1175871e-08	-0.041475613	1.1641532e-10	-1.0831616e-05	0.12597546	-0.09090027	6.798419e-05	-1.9734358e-05	0	0	53.0	1.1920002	0.0120913405	156000	148.78612303733826
39	12.02166	1.6619321	14.151926	9.6484165	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.1084523	0.36834866	2.13413	-0.07935083	0.00022409434	0.0089475345	0.074647576	-0.12633443	1.4901161e-08	-0.035899766	-1.4551915e-11	3.7974132e-06	0.1423466	-0.09414355	8.158326e-05	-2.7798296e-05	0	0	28.0	1.181582	0.01204549	160000	152.41347312927246
40	11.936171	1.6252011	13.2516985	9.153424	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.1683186	0.34936273	2.2585063	0.17455898	-0.0003479583	0.007918818	0.04466177	-0.064935476	1.8626451e-08	-0.03711076	-1.1641532e-10	-2.8687264e-06	0.16893873	-0.11347774	6.565909e-05	-1.857971e-05	0	0	36.0	1.1687235	0.012459269	164000	156.2468228340149
41	13.107243	1.9008605	15.937775	10.703385	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.2584268	0.42068285	2.2922108	-0.20522699	-0.00014936287	0.008154838	0.10013038	-0.07742128	0.0	-0.03734065	1.4233592e-10	-3.4472396e-05	0.09380993	-0.057531737	6.9285554e-05	-2.4838899e-05	0	0	41.0	1.1470907	0.012236626	168000	160.05151891708374
42	13.341148	0.50460976	14.098024	12.839175	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.3240681	0.37406585	2.3167613	0.27927923	0.00059744006	0.0075226086	0.049399592	-0.053929694	-5.5879354e-09	-0.02830312	8.367351e-11	4.4750564e-06	0.14065632	-0.090809755	5.9026086e-05	-1.8585042e-05	0	0	25.0	1.1250243	0.012005448	172000	163.62780380249023
43	12.650672	1.5170487	14.438555	10.456133	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.2880872	0.3979803	2.6575067	0.12238753	0.00093079195	0.0070570763	0.06606795	-0.034440555	0.0	-0.02580148	7.275958e-12	-3.558711e-06	0.14973311	-0.1057401	5.336605e-05	-1.6936874e-05	0	0	20.0	1.1061087	0.011547487	176000	167.21009588241577
44	14.03013	2.6368215	17.259619	10.00689	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.3319209	0.40037236	2.399444	0.021684047	0.00047676955	0.0067904587	0.049742028	-0.053538933	-2.6077032e-08	-0.037476487	4.7293724e-11	-3.0437186e-06	0.13670494	-0.08149876	4.7916263e-05	-1.3178646e-05	0	0	38.0	1.1015213	0.012065228	180000	171.0771200656891
45	14.532869	1.2428846	16.108309	12.754403	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.3941597	0.4121369	2.3974764	0.1882808	0.00082379516	0.007566236	0.041088466	-0.06829828	-1.8626451e-08	-0.03699949	-8.367351e-11	1.4010506e-05	0.23284167	-0.17191118	5.9177943e-05	-2.2413285e-05	0	0	41.0	1.0916222	0.012496264	184000	175.00162482261658
46	15.885988	1.8081713	17.4907	12.81808	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.5604624	0.43614453	2.7164516	0.54295915	0.00030900113	0.007238908	0.08921038	-0.044354804	-7.450581e-09	-0.042891875	-2.6375346e-11	-7.3909505e-06	0.18386583	-0.11930286	5.3137264e-05	-1.9687384e-05	0	0	53.0	1.0712748	0.011952508	188000	178.910630941391
47	13.566398	1.6187345	15.46197	11.707032	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.5640521	0.4907266	2.7719946	0.11879325	-0.00030006544	0.006931503	0.043934353	-0.05595865	7.450581e-09	-0.041177668	-4.7293724e-11	1.0636722e-06	0.18574369	-0.12970306	4.8232556e-05	-1.6009963e-05	0	0	44.0	1.0397959	0.012291264	192000	182.89964294433594
48	15.009796	0.80063236	16.382498	14.454406	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.514708	0.36679596	2.6778934	0.37858847	-0.0006320943	0.006687738	0.05315335	-0.04961206	2.7939677e-08	-0.04125326	-7.6397555e-11	3.6988176e-06	0.17408961	-0.10149312	4.545961e-05	-1.1323716e-05	0	0	40.0	1.015864	0.012265716	196000	186.75577402114868
49	14.492985	0.91020924	15.5126705	13.328243	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	1.4465239	0.4152942	2.812444	0.36861673	0.001968982	0.006800081	0.07242797	-0.10899721	-1.8626451e-09	-0.041118786	4.274625e-11	-2.781544e-05	0.12663805	-0.07963811	5.0859864e-05	-1.1540031e-05	0	0	37.0	0.9822911	0.012445783	200000	190.63507199287415
