Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
10	2.155877	0.8102211	3.4786148	1.4118183	84.5	146.35829	338.0	0.0	1000.0	4131.0	0.09388636363636364	0.17888342	0.21247682	0.87088054	-0.43338543	4.337352	2.431508	14.829475	-2.1278124	1.6763806e-08	-0.03939009	0.0	0.0026360154	0.066696495	-0.051831648	415.3273	-122.92225	0	0	57.0	1.6224748	0.012132412	44000	50.10634899139404
11	2.95848	1.7696325	5.5466323	0.57408345	101.25	110.56078	282.0	0.0	1000.0	4536.0	0.0945	0.21197352	0.19201306	0.9935778	-0.45419648	8.163447	6.8669066	20.058458	-11.322461	1.4901161e-08	-0.028055899	-2.9802322e-07	-0.0075030923	0.09899341	-0.07642101	458.59045	-90.39188	0	0	22.0	1.5929575	0.012283817	48000	54.18640613555908
12	2.930801	0.8156694	4.097523	1.9635112	66.75	68.961494	158.0	0.0	1000.0	4803.0	0.09236538461538461	0.2324394	0.26031867	1.1652645	-0.51229393	6.52483	6.746422	22.107445	-13.767942	-1.1175871e-08	-0.032803383	-1.1920929e-07	0.044079006	0.087542064	-0.0664115	257.88086	-103.61482	0	0	39.0	1.5812047	0.012149712	52000	58.14098501205444
13	3.7742643	1.4494245	5.4980664	1.5142523	135.5	108.67497	303.0	0.0	1000.0	5345.0	0.09544642857142857	0.3013759	0.18354423	0.98962206	-0.30183813	6.9125695	4.4688535	21.934599	-3.1494207	3.7252903e-09	-0.03669981	2.9802322e-07	-0.03450863	0.1218155	-0.0969811	534.7126	-201.35115	0	0	41.0	1.5918472	0.01199663	56000	62.56106996536255
14	4.6677475	1.1087679	5.765016	3.2279825	58.25	41.221203	105.0	0.0	1000.0	5578.0	0.09296666666666667	0.435409	0.32212263	1.4711199	-0.34558845	11.319685	7.0897355	26.944874	-13.348443	-2.6077032e-08	-0.04025867	5.9604645e-08	-0.005564876	0.1315205	-0.108805016	200.95105	-94.126625	0	0	50.0	1.55957	0.012404832	60000	66.9758780002594
15	3.8888214	1.5726614	5.9879546	1.5940573	114.0	187.20576	438.0	0.0	1000.0	6034.0	0.09428125	0.4880628	0.33838198	2.1814692	-0.46030736	7.5647697	5.655333	26.931578	-8.645245	2.2351742e-08	-0.02182964	-3.5762787e-07	0.0037065446	0.21294641	-0.18170139	557.8339	-276.82336	0	0	16.0	1.5392702	0.01290093	64000	71.07920503616333
16	4.9915447	1.2813284	6.24534	2.8526766	0.0	0.0	0.0	0.0	1000.0	6034.0	0.08873529411764706	0.40484816	0.34349594	1.6918807	-0.6440184	7.617531	8.695608	31.178358	-15.255038	3.7252903e-09	-0.037849084	1.1920929e-07	-0.01595272	0.17612247	-0.14830613	116.02426	-107.055565	0	0	47.0	1.5295548	0.0123129925	68000	75.53751397132874
17	4.136983	2.3952582	7.666532	1.5024538	189.25	128.73106	363.0	0.0	1000.0	6791.0	0.09431944444444444	0.3900838	0.27572924	1.4157622	-0.35675517	2.717662	3.0485995	28.449883	-9.625137	0.0	-0.037220582	2.3841858e-07	-0.05032941	0.102938235	-0.090645924	919.9425	-491.05856	0	0	37.0	1.5148687	0.01227759	72000	79.89829277992249
18	5.244921	0.46062467	5.856231	4.632418	12.5	21.650635	50.0	0.0	1000.0	6841.0	0.09001315789473684	0.5112738	0.32458308	1.7063026	-0.25562942	13.621191	8.500495	33.831985	-10.991537	-3.7252903e-09	-0.029776342	2.9802322e-08	-0.00937441	0.12908636	-0.108650066	218.28622	-189.5953	0	0	24.0	1.4856014	0.012096143	76000	84.18225193023682
19	4.8299375	1.0478177	6.1468673	3.5933235	25.5	44.167297	102.0	0.0	1000.0	6943.0	0.0867875	0.4949524	0.29905352	1.5434321	-0.18360104	2.5199616	2.190223	21.533112	-9.653025	3.632158e-08	-0.014196051	-5.9604645e-08	-0.016717985	0.12206335	-0.11078578	104.86087	-37.918404	0	0	9.0	1.476536	0.012576375	80000	88.20619583129883
20	5.088159	1.2856251	7.2562165	4.0727057	131.25	105.37404	286.0	0.0	1000.0	7468.0	0.0889047619047619	0.5052938	0.39878616	2.0468674	-0.3231304	2.880765	2.8634973	21.93302	-9.32586	0.0	-0.020489912	1.1920929e-07	-0.012634635	0.115000315	-0.09780161	483.30185	-276.66656	0	0	15.0	1.470423	0.012303776	84000	92.113196849823
