Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
66	18.58234	1.9499456	23.956156	13.898484	90.13333	30.792568	190.0	37.0	1000.0	184745.0	0.09191293532338309	1.8610164	0.46543354	3.0300782	-0.3733339	8.654863	5.328406	37.21853	-3.900173	8.138021e-09	-0.0007991923	-1.0172526e-09	-0.0032464203	0.17772695	-0.059465803	24.5916	-14.489642	0	0	1.0	1.5477502	0.003915701	2010000	8314.361502170563
67	18.528538	2.7468317	25.391302	14.047632	79.1	22.382061	125.0	36.0	1000.0	187118.0	0.09172450980392156	1.9201832	0.46880063	3.0702415	-0.07493534	8.647748	4.693091	30.47479	-1.5295117	1.4241537e-08	-0.00038880715	2.6448568e-08	-0.00037849936	0.154149	-0.036146574	21.715511	-12.716226	0	0	1.0	1.547102	0.0004895483	2040000	8436.462893009186
68	17.98028	2.6897187	23.568556	13.40473	96.3	30.74752	190.0	42.0	1000.0	190007.0	0.09179082125603864	1.8789461	0.5089475	2.8889236	-0.42005095	8.881498	5.208817	32.04785	-2.4315078	-1.0172526e-09	-0.0015586946	4.2724608e-08	-0.00047720337	0.1543885	-0.040080316	26.039701	-14.640972	0	0	1.0	1.54666	0.0052302936	2070000	8558.956226348877
69	16.740227	2.749649	23.054926	12.381525	84.6	30.078342	155.0	8.0	1000.0	192545.0	0.09168809523809524	1.8073896	0.52680343	3.1863275	-0.29336658	9.565289	5.27823	34.116543	-2.5626762	-2.0345052e-08	-0.000263621	-1.2207031e-08	0.00028553058	0.15785107	-0.041566372	26.034637	-15.062044	0	0	1.0	1.5463519	0.00020398902	2100000	8681.37214922905
70	18.197304	2.1984496	21.45014	13.631653	86.23333	33.164925	155.0	40.0	1000.0	195132.0	0.0916112676056338	1.8583658	0.5160259	3.2011456	-0.16582623	8.718418	5.120764	34.71601	-2.6184368	1.4241537e-08	-0.0007663961	-1.6276042e-08	-0.002474943	0.16710325	-0.054407656	26.456774	-15.797152	0	0	1.0	1.5461149	0.001296646	2130000	8803.655133724213
71	18.130095	2.611304	25.59362	13.3340645	85.6	42.317528	183.0	22.0	1000.0	197700.0	0.09152777777777778	1.83506	0.51007205	2.968973	-0.0731556	8.643254	5.4298444	35.63022	-3.89216	-8.138021e-09	-0.00055602007	1.6276042e-08	-0.00013205566	0.16499197	-0.04902412	30.781223	-16.985912	0	0	1.0	1.5460953	0.0007129126	2160000	8925.834038496017
72	17.880941	2.9246607	22.207642	9.360495	81.833336	36.633392	160.0	29.0	1000.0	200155.0	0.09139497716894977	1.8679653	0.53670067	3.0984	-0.21908335	8.861739	5.6852293	34.885696	-3.767903	-2.0345052e-09	-0.00057045184	0.0	0.0012937906	0.16917832	-0.05356078	28.421843	-16.164566	0	0	1.0	1.545881	0.0011806147	2190000	9047.859495162964
73	18.588104	2.6199965	22.477695	12.563802	88.26667	31.418606	145.0	21.0	1000.0	202803.0	0.09135270270270271	1.8807392	0.49178517	2.9426239	-0.2058346	9.10939	5.678226	37.494705	-4.6412635	-1.0172526e-09	-0.0005583924	4.8828124e-08	0.0012921509	0.17707425	-0.06788857	30.837503	-17.68186	0	0	1.0	1.5455916	0.0011916741	2220000	9169.887568473816
74	17.762856	2.8848999	23.377007	11.475434	92.0	30.97203	173.0	16.0	1000.0	205563.0	0.09136133333333334	1.8385371	0.5231246	3.0683997	-0.16023703	8.984961	5.688853	35.033768	-3.4752915	7.1207684e-09	-0.000908052	-8.138021e-09	8.784994e-06	0.17389669	-0.05922661	29.070404	-17.008337	0	0	1.0	1.5451369	0.0013105347	2250000	9291.953700780869
75	18.26591	3.0884376	24.917253	11.468765	86.1	28.172506	139.0	20.0	1000.0	208146.0	0.0912921052631579	1.861547	0.5370243	3.097559	-0.3257319	9.75029	5.524163	38.63473	-1.2081603	8.138021e-09	-0.0012235169	-8.138021e-09	-1.8591309e-05	0.167308	-0.06257607	25.213066	-14.721585	0	0	1.0	1.5446622	0.0025973842	2280000	9413.913100004196
76	17.323214	3.119512	23.248236	8.030846	79.0	30.064375	133.0	22.0	1000.0	210516.0	0.09113246753246754	1.8674252	0.5502872	3.342485	-0.43205068	8.432298	5.03941	31.264713	-5.4918904	-7.1207684e-09	-0.00054240925	-8.138021e-08	0.00041403706	0.17872198	-0.06616408	22.390474	-11.933362	0	0	1.0	1.5442706	0.0013554845	2310000	9535.989361763
77	17.399807	2.8779397	21.496536	10.499678	84.73333	36.373005	191.0	32.0	1000.0	213058.0	0.09105042735042736	1.8410289	0.55020255	3.082123	-0.3889538	8.615548	5.3112545	37.28036	-2.0394943	7.883708e-09	-0.0010243887	3.2552084e-08	0.000695695	0.17048545	-0.056757472	27.516161	-15.080956	0	0	1.0	1.5436745	0.001527586	2340000	9658.159885883331
78	18.42361	2.996048	25.771025	13.076216	78.96667	36.028214	155.0	22.0	1000.0	215427.0	0.09089746835443038	1.8828939	0.5007178	3.562798	-0.26639372	8.843322	5.2486043	32.736538	-2.3976212	-5.086263e-09	-0.001208669	4.8828124e-08	-0.0009051473	0.19036317	-0.06417535	26.213129	-15.112167	0	0	8.0	1.5431285	0.0019955721	2370000	9781.63649225235
79	17.887524	3.0343745	23.120337	10.5313835	87.63333	36.277157	187.0	28.0	1000.0	218056.0	0.09085666666666667	1.8992815	0.5684251	3.3438387	-0.4029468	7.934685	5.429923	36.12986	-4.0601215	-2.0345052e-09	-0.00027326864	1.6276042e-08	0.00022076824	0.18730776	-0.08451667	26.65513	-15.034639	0	0	1.0	1.5392218	0.00043528812	2400000	9903.810566186905
80	19.358976	3.2113469	26.646652	13.638095	94.73333	27.802795	172.0	52.0	1000.0	220898.0	0.09090452674897119	1.9381213	0.49429286	3.0659654	-0.017960677	9.870143	5.4660144	37.003296	-2.180842	-2.0345052e-08	-0.001130894	5.2897136e-08	-4.0008545e-05	0.20193176	-0.07575995	25.837858	-15.090312	0	0	3.0	1.538034	0.0012600983	2430000	10026.25189781189
81	18.039429	3.249332	26.018238	11.343891	84.26667	28.26415	128.0	26.0	1000.0	223426.0	0.09082357723577236	1.9193029	0.56373084	3.4505258	-0.42102683	9.574097	5.356302	42.04973	-2.9561102	-2.5431315e-09	-0.0073259203	1.0681152e-08	-0.0019887243	0.171472	-0.056840047	22.000128	-12.464017	0	0	79.0	1.5361967	0.0051294076	2460000	10161.969979047775
82	16.792141	2.2918134	20.788448	11.088443	85.7	37.861282	157.0	16.0	1000.0	225997.0	0.09076184738955824	1.8491789	0.5417723	3.34037	-0.077806324	8.601634	5.2644906	36.164757	-3.918852	1.0172526e-09	-0.007341646	-6.1035155e-09	0.0014942433	0.16500632	-0.064795926	26.889925	-15.745856	0	0	79.0	1.526443	0.0044950345	2490000	10297.660261392593
83	19.217415	1.8985908	22.812847	15.187235	77.933334	25.661818	148.0	26.0	1000.0	228335.0	0.09060912698412699	1.8539338	0.48077142	3.039594	-0.17524272	9.022833	5.7377377	40.552612	-4.0826187	1.7801921e-09	-0.008097185	1.6276042e-08	0.00084887084	0.19753642	-0.08596344	23.508041	-13.405185	0	0	79.0	1.507428	0.005729702	2520000	10433.544862270355
84	18.844074	2.4806159	24.371296	14.858174	79.63333	27.545698	146.0	15.0	1000.0	230724.0	0.09048	1.996983	0.51201296	4.1716323	-0.027532516	8.104393	5.460975	37.56546	-4.843709	3.0517577e-09	-0.0014451975	1.6276042e-08	0.0035892222	0.1764804	-0.0549723	22.161104	-11.540646	0	0	8.0	1.4897625	0.0064718053	2550000	10557.211025714874
85	17.027317	2.7625017	22.21966	10.806118	77.53333	30.931894	145.0	22.0	1000.0	233050.0	0.09032945736434109	1.8983992	0.51134187	2.9331663	-0.34362766	8.225057	5.1224813	35.46756	-2.3254907	-1.6276042e-08	-0.00036805114	1.6276042e-08	0.0015749511	0.15274206	-0.07094323	24.181684	-13.284675	0	0	1.0	1.4883043	0.0040159626	2580000	10678.80267047882
86	18.85468	2.0069218	22.677904	14.873588	78.53333	25.914904	131.0	23.0	1000.0	235406.0	0.09019386973180077	1.8651999	0.44389388	2.7495143	-0.02474875	8.348202	5.1105576	34.96147	-1.887467	-9.155274e-09	-0.00024228008	-2.0345052e-09	0.000106856285	0.14552563	-0.045880258	23.193779	-12.210621	0	0	1.0	1.4879116	0.0007768649	2610000	10801.331883192062
87	17.831017	2.494767	22.261591	11.588717	94.566666	36.861618	192.0	12.0	1000.0	238243.0	0.0902435606060606	1.894479	0.4930591	2.9854393	-0.42289624	8.479313	5.264823	33.94175	-2.7258487	-4.0690105e-09	-0.00059548137	-8.138021e-09	0.0003368978	0.14587255	-0.0525831	26.03183	-14.159156	0	0	1.0	1.4876441	0.00064688036	2640000	10923.60213637352
88	18.330778	2.234755	24.462494	12.842725	88.13333	35.045433	166.0	18.0	1000.0	240887.0	0.09021985018726592	1.869499	0.4872624	3.084448	-0.20377527	9.417664	5.6902723	38.103184	-2.214712	4.0690105e-09	-0.00038542482	-2.0345052e-08	-0.001386443	0.15246333	-0.05221694	27.139204	-13.436979	0	0	1.0	1.4874588	0.00157444	2670000	11045.725477218628
89	17.707977	2.4733856	23.452036	13.218926	80.13333	32.310715	160.0	21.0	1000.0	243291.0	0.09010777777777777	1.8473063	0.514813	2.925114	-0.48530433	9.140696	5.856244	37.364655	-4.0495963	2.4414062e-08	-0.0005351847	-4.0690104e-08	0.0012524781	0.16848077	-0.07453362	24.042583	-12.982938	0	0	1.0	1.4871147	0.0016844012	2700000	11167.815758943558
90	18.479498	2.3208199	24.175276	14.796833	88.3	33.767982	175.0	29.0	1000.0	245940.0	0.09008791208791209	1.9239448	0.5279425	3.0637412	-0.46948177	9.057545	5.5817914	38.335705	-4.7158217	2.0345052e-09	-0.0006319794	-4.0690105e-09	0.003569706	0.14692764	-0.04327906	28.197792	-15.876344	0	0	1.0	1.4865724	0.006264339	2730000	11289.880415678024
91	18.720066	2.384842	25.297264	14.277577	77.933334	29.011414	139.0	31.0	1000.0	248278.0	0.08995579710144927	1.9102259	0.504034	3.206213	-0.11801331	8.348316	5.3851295	35.936516	-3.3551354	2.0345052e-09	-0.00021855469	4.0690105e-09	-0.0013098266	0.15736182	-0.05014292	22.198627	-12.129773	0	0	1.0	1.4859493	0.0020688088	2760000	11412.234587669373
92	18.467926	3.3412821	24.569614	8.376741	80.566666	34.561714	155.0	17.0	1000.0	250695.0	0.08985483870967742	1.9066361	0.5297626	3.5102043	-0.40236092	8.25147	4.9816957	35.31317	-2.3459845	4.0690105e-09	-0.00022608237	2.4414062e-08	0.0015978434	0.19155182	-0.08127975	23.863583	-12.093787	0	0	1.0	1.4853324	0.0029761165	2790000	11534.198319911957
93	18.45498	2.8820894	23.044119	10.379306	77.03333	35.67397	153.0	0.0	1000.0	253006.0	0.08971843971631206	1.9252943	0.5755975	4.0970364	-0.53472	8.018234	5.232954	35.29251	-3.6446838	0.0	-0.00040653686	1.3224284e-08	0.0010357792	0.17345914	-0.06827911	25.631134	-13.302466	0	0	1.0	1.4846473	0.0037274852	2820000	11656.49594283104
94	18.846136	2.5711217	23.545216	12.922741	95.833336	31.90411	165.0	18.0	1000.0	255881.0	0.08978280701754386	1.9283491	0.50298256	3.7812037	-0.2068504	9.135897	5.7126346	35.999672	-2.3356082	-2.0345052e-08	-0.0007640299	4.0690105e-09	0.00034896645	0.16994782	-0.06045463	26.527985	-14.55051	0	0	1.0	1.4839296	0.0023212093	2850000	11778.557260990143
95	17.651411	2.1505828	22.914139	13.261472	80.566666	31.187265	145.0	25.0	1000.0	258298.0	0.08968680555555555	1.9147435	0.5483378	3.1089296	-0.25404933	9.078922	5.2430334	34.611763	-3.0248113	1.3224284e-08	-0.00070341997	-7.324219e-08	0.0010135173	0.16556396	-0.0637114	23.954885	-13.591567	0	0	1.0	1.483189	0.0011232329	2880000	11900.812543392181
96	17.278465	2.3920083	24.295574	11.2444105	73.4	39.756424	165.0	12.0	1000.0	260500.0	0.08951890034364261	1.8216714	0.50053275	2.8569853	-0.18831365	7.6719956	5.065405	41.411106	-3.6928806	-2.4414062e-08	-9.243164e-05	4.0690104e-08	0.00048285318	0.16413496	-0.07356556	23.757254	-13.6522665	0	0	1.0	1.482704	0.0021510734	2910000	12023.29740023613
97	18.199919	2.765705	22.542183	12.711487	92.0	37.669617	173.0	0.0	1000.0	263260.0	0.08954421768707484	1.8181279	0.5148678	3.1035135	-0.6513581	8.736511	5.89369	44.56903	-2.5969262	1.6276042e-08	-0.00094711815	6.1035155e-09	0.00044572144	0.17684424	-0.062251993	27.12965	-15.2149315	0	0	1.0	1.4823252	0.0013312539	2940000	12145.383924484253
98	17.463453	2.8106477	21.85492	11.855291	76.933334	32.87647	154.0	31.0	1000.0	265568.0	0.08941683501683502	1.8497097	0.55734867	3.1774323	-0.53999436	8.690425	5.7037463	36.401295	-4.924358	4.0690105e-09	-0.000460495	3.0517577e-09	0.0009681285	0.16179197	-0.063465156	24.910883	-13.930235	0	0	1.0	1.4820788	0.00028059725	2970000	12267.490341424942
99	18.822918	2.576418	24.820631	13.438586	83.23333	28.812824	167.0	40.0	1000.0	268065.0	0.089355	1.8737276	0.4822551	3.2289443	-0.4881813	8.378343	5.4249244	33.39429	-2.09301	7.1207684e-09	-0.00077406206	3.3569336e-08	0.00072513934	0.18252334	-0.07197988	23.63413	-12.11607	0	0	1.0	1.4819298	0.0005173024	3000000	12389.7408182621
100	18.633795	2.5587852	23.91406	14.438731	85.26667	33.305588	162.0	26.0	1000.0	270623.0	0.08931452145214522	1.8998375	0.5022069	3.4953563	-0.26547453	8.836315	5.4695926	37.644337	-3.8443298	1.373291e-08	-0.0007195684	4.679362e-08	-0.0003519165	0.18611449	-0.07288728	24.257687	-13.646768	0	0	1.0	1.4820035	0.0004402968	3030000	12512.27364063263
101	19.088467	2.4245083	23.764074	14.040539	82.6	32.141975	143.0	18.0	1000.0	273101.0	0.08924869281045751	1.9303505	0.5038568	3.359102	-0.32651496	8.681314	5.3983417	33.828293	-2.2293653	0.0	-0.00073334045	1.4241537e-08	-3.169759e-06	0.1614612	-0.06596199	24.251835	-13.706837	0	0	1.0	1.4822801	0.0016556513	3060000	12634.225368499756
102	18.477	2.8249736	24.39691	14.62748	83.933334	30.361086	158.0	32.0	1000.0	275619.0	0.08919708737864078	1.9507154	0.50300926	3.3183389	-0.08475309	8.661234	5.532389	37.39184	-4.64178	7.1207684e-09	-0.00028458354	0.0	0.0008326009	0.15288766	-0.06741064	24.57409	-13.849541	0	0	1.0	1.4822526	0.00069813523	3090000	12756.337096691132
103	17.982527	2.8742394	22.986189	12.033967	87.26667	30.995626	145.0	0.0	1000.0	278237.0	0.08917852564102564	1.8917269	0.54473996	3.3635452	-0.059829522	8.762844	5.5105543	38.131977	-3.407027	-6.1035155e-09	-0.00042664693	1.6276042e-08	4.0348306e-05	0.16674463	-0.058170266	23.272053	-12.127973	0	0	1.0	1.4820181	0.00034855437	3120000	12878.641975164413
104	18.6699	3.0498922	24.238659	11.978988	68.6	33.55453	178.0	17.0	1000.0	280295.0	0.08898253968253968	1.9202899	0.5183721	3.530935	-0.18882862	8.169509	5.496701	39.86409	-4.588128	-1.6276042e-08	-0.00038068034	3.6112468e-08	-6.6635635e-05	0.1632735	-0.07233095	21.87442	-12.047978	0	0	1.0	1.4817615	0.0002904196	3150000	13000.955632925034
105	17.930962	2.2199018	21.816435	14.237724	85.1	34.397045	162.0	32.0	1000.0	282848.0	0.08894591194968554	1.9377989	0.52786434	3.3730488	0.008163841	7.845361	5.6125355	37.69681	-1.7201687	1.525879e-08	-0.00027280374	4.0690105e-09	3.629557e-06	0.15581033	-0.069800824	26.92948	-13.670792	0	0	1.0	1.481254	0.00019669218	3180000	13122.801772117615
106	18.3339	2.6678543	24.659939	12.474468	82.9	43.87129	162.0	7.0	1000.0	285335.0	0.08888940809968847	1.8735517	0.4921222	3.359821	-0.18339863	8.739475	5.5039854	38.788532	-4.1346793	-1.0172526e-08	-0.00072824705	-3.4586588e-08	0.0010618897	0.19290473	-0.08670523	28.08848	-13.739062	0	0	1.0	1.4808266	0.0009034731	3210000	13245.166195631027
107	18.628744	2.692684	23.5587	14.331019	72.8	25.662422	125.0	17.0	1000.0	287519.0	0.08874043209876543	1.9028692	0.50404745	3.4249074	-0.21446353	8.307446	5.3398933	39.39119	-3.0351162	-1.0172526e-09	-0.007360327	-2.0345052e-08	-0.0002773702	0.18354085	-0.079592235	21.043327	-10.881003	0	0	79.0	1.4804615	0.005073496	3240000	13381.544701099396
108	18.63575	3.235852	26.671326	14.326355	85.2	32.73571	184.0	43.0	1000.0	290075.0	0.0887079510703364	1.9426433	0.5570847	3.3181934	-0.8646816	7.725149	5.396392	38.561905	-2.2085042	-1.2715658e-08	-0.008173586	1.6276042e-08	-0.0018129029	0.22070765	-0.098972544	27.593948	-14.478001	0	0	79.0	1.4503214	0.005425665	3270000	13518.134456157684
109	18.79469	2.2850006	22.80621	14.867392	80.5	33.25633	153.0	21.0	1000.0	292490.0	0.08863333333333333	1.9646254	0.53693026	3.4894035	-0.34850848	8.613235	5.589825	43.783936	-1.5623496	6.612142e-09	0.0005595886	6.9173176e-08	-0.00076823117	0.18308824	-0.083333805	22.60165	-11.583426	0	0	6.0	1.4291234	0.0041796016	3300000	13641.733837842941
110	18.225735	2.6539562	23.801222	13.00933	77.933334	34.2052	158.0	12.0	1000.0	294828.0	0.08853693693693694	1.9058971	0.5266273	3.3179936	-0.28962317	8.217776	5.4911814	37.568604	-2.820839	8.138021e-09	-0.0004254954	-4.4759116e-08	-0.00041791584	0.15936145	-0.06945893	24.801252	-12.825246	0	0	1.0	1.4278812	0.0018573354	3330000	13763.821917533875
111	18.240454	3.2731018	25.84443	10.215367	76.36667	34.694363	138.0	0.0	1000.0	297119.0	0.08842827380952381	1.892392	0.5122122	3.0171428	-0.16389899	7.957998	5.319328	41.427017	-3.1668923	0.0	-0.0013608083	-4.0690104e-08	-0.00081569416	0.1960275	-0.09159818	21.77607	-11.379178	0	0	1.0	1.4274955	0.0018763252	3360000	13885.537496089935
112	17.982363	2.2800035	22.724	13.530799	85.0	33.668976	172.0	11.0	1000.0	299669.0	0.08839793510324484	1.8933482	0.5288805	3.1445384	-0.14220814	8.357709	5.3474183	31.283894	-1.2777972	-6.1035155e-09	-0.0005143351	2.4414062e-08	-0.0008219157	0.17068054	-0.07672235	22.90862	-12.370661	0	0	1.0	1.4271073	0.0012735561	3390000	14007.631920099258
113	18.102339	2.4286096	22.233908	13.159401	88.9	31.197596	145.0	34.0	1000.0	302336.0	0.08840233918128655	1.895244	0.51330245	3.2648163	-0.13092858	8.707795	5.8313503	37.075638	-2.895889	-1.2207031e-08	-0.00052279455	4.2724608e-08	0.00091539713	0.16997546	-0.076655164	25.509848	-13.269285	0	0	1.0	1.4269257	0.0007981889	3420000	14129.528808355331
114	18.453196	2.5792847	23.098438	14.3913	95.666664	35.88531	157.0	32.0	1000.0	305206.0	0.0884655072463768	1.9136263	0.5036008	3.0683777	-0.2783528	9.709499	5.7321844	35.46853	-1.6717277	-6.1035155e-09	-0.00034522297	-2.8483074e-08	0.00065026444	0.16725366	-0.072957546	23.507471	-12.430796	0	0	1.0	1.4269323	0.00048463562	3450000	14251.023743629456
115	18.659298	2.2226264	22.985413	12.685455	78.1	31.736782	154.0	15.0	1000.0	307549.0	0.08837614942528736	1.8891479	0.49432287	3.529139	0.04705438	9.224262	5.6789036	37.14024	-1.7966195	2.0345052e-09	-0.0006037984	-2.4414062e-08	0.00093692215	0.15679961	-0.080674745	24.277683	-12.518207	0	0	1.0	1.427057	0.0014834808	3480000	14373.04249215126
116	17.38634	3.0081184	25.57926	10.956607	79.333336	34.911633	153.0	11.0	1000.0	309929.0	0.0882988603988604	1.8479396	0.543353	3.261264	-0.2920995	8.232994	5.628772	50.488014	-3.6879368	1.7293294e-08	-0.00074318313	1.4241537e-08	0.0006347066	0.16474237	-0.087284334	22.626041	-12.202191	0	0	1.0	1.4271281	0.00094381126	3510000	14495.786675214767
117	19.219688	2.313488	23.334763	13.479103	80.933334	37.509052	171.0	18.0	1000.0	312357.0	0.0882364406779661	1.886637	0.49773967	3.536774	-0.38308108	8.648225	5.7507524	42.108315	-5.223968	0.0	-0.000707784	1.2207031e-08	0.00012040608	0.18399973	-0.091022976	27.730373	-14.999604	0	0	1.0	1.4270704	0.0006589672	3540000	14617.890545129776
118	19.18946	3.3682997	27.294655	13.23446	78.666664	31.138758	134.0	8.0	1000.0	314717.0	0.08815602240896359	1.9632783	0.51709276	3.79353	0.010956907	8.1774435	5.5500317	33.83598	-3.0381	4.0690105e-09	-0.0008734172	4.0690105e-09	4.3634034e-05	0.19251041	-0.08912315	22.203827	-12.663153	0	0	1.0	1.427254	0.0010183026	3570000	14740.47004199028
119	18.831957	3.1813881	29.385036	14.844976	91.5	37.77896	167.0	15.0	1000.0	317462.0	0.0881838888888889	1.9810169	0.5131452	3.2188678	-0.21680406	8.443415	5.317708	35.76317	-4.061752	-6.1035155e-09	-0.00059912313	-3.051758e-08	-0.00015039062	0.17570016	-0.08480963	23.76933	-13.090208	0	0	1.0	1.4274107	0.0008067504	3600000	14862.926816701889
120	18.61495	2.5156353	24.64076	13.115488	89.566666	35.37012	167.0	15.0	1000.0	320149.0	0.08819531680440772	1.9330324	0.52728593	3.9189456	-0.16528748	9.302077	5.8520823	44.815422	-1.8960218	3.0517577e-09	-0.0007800064	2.4414062e-08	-0.00061117957	0.1718928	-0.0852674	24.172642	-12.483315	0	0	1.0	1.4274056	0.0012136335	3630000	14984.97126197815
121	18.444695	2.875583	25.083769	12.88563	84.46667	33.522858	164.0	33.0	1000.0	322683.0	0.08816475409836065	1.935849	0.52041465	3.2789316	-0.15989593	8.741071	5.699975	37.294907	-2.7138717	-4.0690105e-09	-0.00028041992	3.6621095e-08	0.0015804361	0.18085001	-0.089590445	22.459438	-12.167355	0	0	1.0	1.427208	0.0010855824	3660000	15107.089083909988
122	17.579134	2.6253252	24.069656	13.436511	85.2	26.502077	141.0	42.0	1000.0	325239.0	0.08814065040650407	1.943808	0.5475287	4.169272	-0.27995184	9.035989	5.7290096	35.13981	-2.4505198	2.1362304e-08	-0.0004317637	8.138021e-09	0.00062016805	0.21270439	-0.11631007	22.220705	-11.17028	0	0	1.0	1.426743	0.0004963839	3690000	15229.620068311691
123	18.464962	2.9018505	24.086119	13.539404	72.4	28.23544	140.0	15.0	1000.0	327411.0	0.08801370967741935	1.848801	0.5213303	3.4988358	-0.1953509	8.240835	5.3391094	31.96504	-3.474548	1.1189779e-08	-0.0010142552	2.746582e-08	-0.00048941246	0.2039849	-0.10258605	20.132462	-10.668281	0	0	1.0	1.426305	0.0011999591	3720000	15351.707288503647
124	18.615757	2.4810338	23.989252	13.479335	73.333336	30.628237	140.0	0.0	1000.0	329611.0	0.08789626666666667	1.9127448	0.5261238	3.653642	-0.062823	7.5838904	5.0754275	35.126045	-2.717836	4.0690105e-09	-0.0005969564	-1.2207031e-08	0.0010464966	0.17505951	-0.08642874	21.197117	-10.760111	0	0	1.0	1.4258244	0.0014568279	3750000	15473.683241128922
125	19.871544	2.775939	25.208656	15.524516	78.1	33.281975	162.0	13.0	1000.0	331954.0	0.08781851851851852	2.0044487	0.48893267	3.4248006	-0.10598204	7.7443323	5.3274426	36.572754	-3.173512	1.1189779e-08	-0.0005691467	2.0345052e-09	0.00058320514	0.22179756	-0.12209687	19.857834	-10.335673	0	0	1.0	1.4251571	0.00058787485	3780000	15596.162548542023
126	19.33602	2.6251898	23.022945	12.408069	77.6	30.956528	152.0	33.0	1000.0	334282.0	0.08773805774278215	2.0287318	0.5226585	3.4526303	-0.25206032	8.42458	5.1756883	31.424877	-2.3434217	-4.0690105e-09	-0.0062802103	2.8483074e-08	-0.0018792277	0.19906777	-0.09727972	25.515505	-13.242435	0	0	79.0	1.4244449	0.004632023	3810000	15732.477088451385
127	18.927366	2.9583423	26.651094	12.853342	84.8	30.194258	147.0	36.0	1000.0	336826.0	0.08771510416666667	2.010343	0.53444105	3.2386515	-0.20385927	7.9438467	5.2607594	35.14897	-3.789548	6.1035155e-09	-0.007822638	3.6621095e-08	0.0013056274	0.18080215	-0.08182444	25.013296	-14.067927	0	0	79.0	1.415081	0.0050779916	3840000	15868.84785246849
128	19.28045	2.1791275	24.88344	15.2619295	74.2	25.331665	125.0	25.0	1000.0	339052.0	0.08761033591731267	1.9713461	0.49636832	3.5827332	-0.14776546	8.150793	5.29639	35.33401	-1.8740427	-1.0172526e-09	-0.007100103	0.0	-0.0020224568	0.17358173	-0.0866605	19.83717	-10.107201	0	0	79.0	1.3989737	0.0050106784	3870000	16005.345662593842
129	18.422863	2.656362	24.041119	13.692322	82.96667	32.225746	182.0	34.0	1000.0	341541.0	0.08757461538461539	1.9739218	0.48107797	3.2943914	0.02369615	8.066405	5.5036554	41.20962	-2.5783849	-8.138021e-09	-0.0078809485	-1.8310548e-08	-0.0026017963	0.16440775	-0.07959162	24.226437	-13.212629	0	0	79.0	1.3906765	0.0049340157	3900000	16141.090679168701
130	19.417837	2.5371203	23.90461	14.070216	91.166664	27.799381	162.0	39.0	1000.0	344276.0	0.08760203562340967	1.9778229	0.4859963	3.5821424	-0.17704074	8.93618	5.6536374	37.246563	-4.736866	8.646647e-09	0.015353157	3.2552084e-08	0.0056908815	0.16422354	-0.07283745	22.756924	-11.96459	0	0	6.0	1.3750505	0.0261424	3930000	16264.512964487076
131	18.662935	2.5719688	26.512909	13.788019	91.23333	33.94769	176.0	28.0	1000.0	347013.0	0.08762954545454546	1.9796582	0.4944128	3.528855	-0.35206062	9.169173	5.5433784	40.59568	-1.8283529	0.0	-0.00013861491	2.8483074e-08	-0.0013585897	0.16999649	-0.08720001	23.336277	-12.282452	0	0	1.0	1.3729093	0.0036747502	3960000	16386.718971967697
132	19.827555	2.6215284	24.666853	14.706304	78.96667	24.763527	123.0	29.0	1000.0	349382.0	0.08756441102756893	1.971522	0.49553525	3.864605	0.02346702	8.643493	5.2109747	41.248745	-3.7748213	-6.1035155e-09	-0.00054889935	-4.4759116e-08	-3.824056e-05	0.20057192	-0.10110137	22.348862	-11.845366	0	0	1.0	1.372194	0.0016130842	3990000	16509.07972574234
133	19.550978	2.3511612	25.205513	15.739535	83.23333	35.664814	153.0	0.0	1000.0	351879.0	0.0875320895522388	2.014388	0.48850843	3.4908454	-0.18898219	8.205528	5.04494	32.94654	-0.550397	-8.138021e-09	0.00039582115	2.8483074e-08	-0.0017359843	0.15799825	-0.07438642	20.894117	-10.120333	0	0	1.0	1.3715804	0.0045768684	4020000	16631.402774095535
134	19.988417	2.2787902	24.18502	15.329397	77.066666	25.493704	112.0	4.0	1000.0	354191.0	0.08745456790123457	1.9940689	0.47388148	3.1372008	-0.05225837	8.529123	5.2085342	32.294025	-2.4871602	-5.5948894e-09	-0.0005025828	-5.6966147e-08	-0.0010223266	0.17010513	-0.082074076	20.297014	-10.614249	0	0	1.0	1.3711307	0.004684298	4050000	16753.513540029526
135	19.111698	2.072021	22.637573	13.580193	84.13333	29.782248	158.0	25.0	1000.0	356715.0	0.08743014705882353	2.0543246	0.5035456	3.7989354	0.05841484	8.038272	5.1979237	34.97942	-4.708194	-1.0172526e-09	0.000108223474	-1.1189779e-08	-0.00079542544	0.14931644	-0.074704215	24.055922	-11.393526	0	0	1.0	1.3709555	0.0028656495	4080000	16875.872447013855
